단원명,문제번호,문제,정답,해설
20. 미등기 양도자산,398,농지를 교환할 때 쌍방 토지가액의 차액이 가액이 큰 편의 3분의 1인 경우 소득은 비과세 된다. ,X, 농지 교환 분합의 경우 교환하는 쌍방 토지가액의 차액이 큰 토지 가액의 4분의 1 이하인 경우 비과세한다. 
20. 미등기 양도자산,399,배우자가 사망하거나 이혼한 경우에는 배우자가 없는 때에도 1세대로 본다. ,O,옳은지문
20. 미등기 양도자산,400,거주 혹은 보유 중에 소실 등으로 인하여 멸실되어 재건축한 주택은 그 멸실된 주택과 재건축한 주택에 대한 기간을 통산하여 거주 또는 보유기간을 계산한다. ,O,옳은지문
20. 미등기 양도자산,401,지적재조사에 관한 특별법에 따른 경계의 확정으로 지적공부상 면적이 감소되어 같은 법에 따라 지급받는 조정금은 비과세된다.그러다 ,O,옳은지문
20. 미등기 양도자산,402,"하나의 건물이 주택과 주택 외의 부분으로 복합되어 있는 겸용주택의 경우 주택의 면적 이 주택 외의 면적보다 클 때에는 그 전부를 주택으로 본다(단, 고가주택이 아님). ",O,옳은지문
20. 미등기 양도자산,403,주택 및 그 부수토지(사업인정고시일 이전에 취득한 경우에 한함)의 전부 또는 일부가 공익사업을 위한 토지 등의 취득 및 보상에 관한법률에 의한 협의매수 · 수용되는 경우에 는 1세대 1주택에 대한 양도소득세의 비과세 적용요건 중 보유기간 및 거주기간의 제한 을 받지 아니한다. ,O,옳은지문
20. 미등기 양도자산,404,사업상의 형편으로 인하여 세대전원이 다른 시·군으로 주거를 이전하게 되어 6개월 거 주한 주택을 양도하는 경우 보유기간 및 거주기간의 제한을 받지 아니하고 양도소득세가 비과세된다. ,X,사업상 형편의 경우 1년이상 거주한 경우에도 과세한다.
20. 미등기 양도자산,405,1세대 1주택으로서 1년 이상 거주한 주택을 법령이 정하는 취학 등 기타 부득이한 사유로 양도하는 경우에는 보유기간의 제한을 받지 아니한다. ,O,옳은지문
20. 미등기 양도자산,406,직장의 변경으로 세대 전원이 다른 시로 주거를 이전하는 경우 6개월간 거주한 1주택을 양도하면 비과세된다. ,X, 1년 이상 거주한 주택을 양도하면 비과세된다.
20. 미등기 양도자산,407,1세대 1주택 비과세 규정을 적용하는 경우 부부가 각각 세대를 달리 구성하는 경우에도 동일한 세대로 본다. ,O,옳은지문
20. 미등기 양도자산,408,「해외이주법」에 따른 해외이주로 세대전원이 출국하는 경우 출국일 현재 1주택을 보유 하고 있고 출국일로부터 2년 이내에 당해 주택을 양도하는 경우 보유기간요건을 충족하 지 않더라도 비과세한다. ,O,옳은지문
20. 미등기 양도자산,409,1주택을 보유하는 자가 1주택을 보유하는 자와 혼인함으로써 1세대가 2주택을 보유하게 되는 경우 혼인한 날부터 10년 이내에 먼저 양도하는 주택(보유기간 4년 거주기간 2년)은 비과세한다. ,O,옳은지문
20. 미등기 양도자산,410,「건축법 시행령」 별표 1 제1호 다목에 해당하는 다가구주택은 해당 다가구주택을 구획된 부분별로 양도하지 아니하고 하나의 매매단위로 하여 양도하는 경우 그 구획된 부분을 각각 하나의 주택으로 본다. 다리의 으름 ,X,하나의 매매단위로 양도 하는 경우 전체를 하나의 주택으로 본다
20. 미등기 양도자산,411,양도일 현재 「임대주택법」에 의한 건설임대주택 1주택만을 보유하는 1세대는 당해 건설 임대주택의 임차일부터 당해 주택의 양도일까지의 거주기간이 5년 이상인 경우 보유기 간 요건을 충족하지 않더라도 비과세한다. ,O,옳은지문
20. 미등기 양도자산,412,"토지를 매매하는 거래당사자가 매매계약서의 거래가액을 실지거래가액과 다르게 적은 경우에는 해당 자산에 대하여 「소득세법」에 따른 양도소득세의 비과세에 관한 규정을 적 용할 때, 비과세 받을 세액에서 '비과세에 관한 규정을 적용하지 아니하였을 경우의 양도 소득 산출세액'과 '매매계약서의 거래가액과 실지거래가액과의 차액' 중 큰 금액을 뺀다. ",X,적은 금액을 뺀다. 
20. 미등기 양도자산,413,국외자산의 양도시에 납세의무자는 자산의 양도일까지 국내에 계속하여 3년 이상 주소 또는 거소를 둔 자로 한다. ,X,5년 이상 주소나 거소를 둔 자가 납세의무자이다.
21. 국외자산,414,국외자산의 양도시에 외국에서 납부한 국외자산 양도소득세액은 국내에서 납부할 세액 계산시에 공제할 수 있다. ,O,옳은지문
21. 국외자산,415,국외자산 양도의 경우 양도차익 계산시 필요경비의 외화환산은 지출일 현재 「외국환거래법」에 의한 기준환율 또는 재정환율에 의한다. ,O,옳은지문
21. 국외자산,416,국외자산 양도의 경우 미등기 국외토지에 대한 양도소득세율은 70%이다. ,X,국외자산 양도의 경우 미등기 중과세를 적용하지 아니한다.
21. 국외자산,417,국외자산 양도의 경우 장기보유특별공제는 국외자산의 보유기간이 3년 이상인 경우에만 적용된다. ,X,국외자산 양도시 양도소득기본공제는 적용하지만 장기보유특별공제 는 적용하지 아니한다.
21. 국외자산,418,국외자산 양도의 경우 양도가액은 실지거래가액이 있더라도 양도 당시 국가 현황을 반영한 시가에 의하는 것이 원칙이다. ,X, 실지거래가액에 의하는 것을 원칙으로 하고 실거래가액이 없는 경우 양도 당시 국가 현황을 반영한 시가에 의한다. 
21. 국외자산,419,거주자가 국외 토지를 양도한 경우 양도일까지 계속해서 10년간 국내에 주소를 두었다면 양도소득 과세표준을 예정신고 하여야 한다. ,O,옳은지문
21. 국외자산,420,비거주자가 국외 토지를 양도한 경우 양도소득세 납세의무가 없다. ,O,옳은지문
21. 국외자산,421,비거주자가 국내 주택을 양도한 경우 양도소득세 납세지는 국내 주택의 소재지이다. ,X,국내사업장 소재지 사업장이 없는 경우 원천 소득이 발생한 장소이다.
21. 국외자산,422,국외 자산 양도시에도 양도소득 기본공제를 적용한다. ,O,옳은지문
21. 국외자산,423,甲이 국외에서 외화를 차입하여 토지를 취득한 경우 환율변동으로 인하여 외화차입금으로부터 발생한 환차익은 양도소득의 범위에서 제외한다. ,O,옳은지문
21. 국외자산,424,국외 부동산을 양도하여 발생한 양도차손은 동일한 과세기간에 국내 부동산을 양도하여 발생한 양도소득금액에서 통산할 수 있다. ,X, 국내 부동산과 국외부동산은 통산할 수 없다. 
21. 국외자산,425,국외 양도자산이 부동산임차권인 경우 등기여부와 관계없이 양도소득세가 과세된다. ,O,옳은지문
