단원명,문제번호,문제,정답,해설
임대차,,차임증감청구권에 관한 규정은 일시사용을 위한 임대차의 경우에도 적용된다.  ,X,"•차임 
*2기 연체 →해지O 
*차임증감청구권→ 일시사용 적용X "
임대차,,"경제사정변동에 따른 임대인의 차임증액청구에 대해 법원이 차임증액을 결정한 경우, 그 결정 다음날부터 지연손해금이 발생한다.  ",X,"•차임 
*2기 연체 →해지O 
*차임증감청구권→ 일시사용 적용X "
임대차,,부동산임대차에서 보증금은 임대차관계가 종료되어 목적물을 반환하는 때까지 임대차 관계에서 발생하는 임차인의 모든 채무를 담보한다.★ ,O,"•보증금 
*임대차관계에서 발생하는 임차인의 모든 채무를 담보 
*연체차임을 보증금에서 공제→임대인이 선택 
*보증금반환과 목적물반환→ 동시이행관계 "
임대차,,임대차계약이 종료되기 전이라도 별도의 의사표시 없이 연체차임은 보증금에서 당연히 공제된다. ★ ,X,"•보증금 
*임대차관계에서 발생하는 임차인의 모든 채무를 담보 
*연체차임을 보증금에서 공제→임대인이 선택 
*보증금반환과 목적물반환→ 동시이행관계 "
임대차,,임차인은 임대차존속 중 그 보증금으로써 연체차임에 충당할 것을 임대인에게 주장할 수 없다. ,O,"•보증금 
*임대차관계에서 발생하는 임차인의 모든 채무를 담보 
*연체차임을 보증금에서 공제→임대인이 선택 
*보증금반환과 목적물반환→ 동시이행관계 "
임대차,,임대차계약에서 보증금을 지급하였다는 사실에 대한 증명책임은 보증금의 반환을 청구 하는 임차인이 부담한다. ,O,"•보증금 
*임대차관계에서 발생하는 임차인의 모든 채무를 담보 
*연체차임을 보증금에서 공제→임대인이 선택 
*보증금반환과 목적물반환→ 동시이행관계 "
임대차,,"임대차 종료 후 보증금이 반환되지 않고 있는 한 임차인의 목적물에 대한 점유는 적법점유 이므로, 임차인이 목적물을 계속하여 사용·수익하더라도 부당이득반환의무는 발생하지 않는다.  ★",X,"•보증금 
*임대차관계에서 발생하는 임차인의 모든 채무를 담보 
*연체차임을 보증금에서 공제→임대인이 선택 
*보증금반환과 목적물반환→ 동시이행관계 "
임차인의 권리1. 비용상환청구권 ,,필요비를 지출한 임차인은 임대인에게 즉시 그 상환을 청구할 수 있다.★ ,O,"•필요비→ 존속 중에도 청구O, 유익비→ 종료시 청구O"
임차인의 권리2. 비용상환청구권,,"임대인이 필요비상환의무를 이행하지 않는 경우, 임차인은 지출한 필요비 금액의 한도에서 차임의 지급을 거절할 수 있다. ",O,"•필요비→ 존속 중에도 청구O, 유익비→ 종료시 청구O"
임차인의 권리3. 비용상환청구권,,유익비상환청구권은 임대차종료시에 행사할 수 있다. ,O,"•필요비→ 존속 중에도 청구O, 유익비→ 종료시 청구O"
임차인의 권리4. 비용상환청구권,,임차인의 비용상환청구는 임대인이 목적물을 반환 받은 날로부터 6개월 이내에 행사하여야 한다. ,O,•비용상환청구→ 6월 내에 행사 
임차인의 권리5. 비용상환청구권,,"채무불이행한 임차인이나 일시사용임차인도 비용상환은 청구할 수 있다. 
아니다★",O,•모든 임차인 
임차인의 권리6. 비용상환청구권,,임차인 수선의무 부담 특약은 임차인에게 불리하므로 무효이다. ★★ ,X,•임의규정→ 배제특약→ 유효 
임차인의 권리7. 비용상환청구권,,원상복구약정을 한 경우에는 임차인이 유익비상환청구권을 포기하기로 특약한 것으로 본다. ,O,•임의규정→ 배제특약→ 유효 
건물임차인의 부속물매수청구권 ,,임차목적물의 구성부분은 부속물매수청구권의 객체가 될 수 없다. ,O,"•독립성, 동의 또는 매수 "
건물임차인의 부속물매수청구권 ,,부속물은 임차인이 임대인의 동의를 얻어 부속하거나 임대인으로부터 매수한 것이어야 한다. ,O,
건물임차인의 부속물매수청구권 ,,건물사용에 객관적 편익을 가져오는 것이 아니라도 임차인의 특수목적에 사용하기 위해 부속된 것은 부속물매수청구권의 대상이 된다. ★ ,X,•건물의 객관적 편익에 제공→ 임차인의 특수한 영업목적 X 
건물임차인의 부속물매수청구권 ,,임차인의 차임연체 등 채무불이행을 이유로 임대차가 해지된 경우에는 임차인은 부속물매수 청구를 할 수 없다. ★★,O,"•채무불이행으로 해지, 일시사용→ 매수청구 X "
건물임차인의 부속물매수청구권 ,,일시사용을 위한 임대차에 있어서는 부속물매수청구권이 인정되지 않는다. ★★,O,"•채무불이행으로 해지, 일시사용→ 매수청구 X "
건물임차인의 부속물매수청구권 ,,임대차 기간 중에 부속물매수청구권을 배제하는 당사자의 약정은 임차인에게 불리하더 라도 유효하다. ★★ ,X,•편면적 강행규정 →특별한 사정이 없는 한 배제특약 무효 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,부속물매수청구권을 포기하기로 하는 약정은 차임을 시가보다 파격적으로 저렴하게 하는 등 임차인에게 불리하지 않은 경우에는 유효이다,O,•편면적 강행규정 →특별한 사정이 없는 한 배제특약 무효 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,"건물소유를 목적으로 한 토지임대차의 기간이 만료된 경우, 임차인은 계약갱신의 청구 없이도 임대인에게 건물의 매수를 청구할 수 있다. ★ ",X,"•기간만료, 지상물이 현존→ 갱신청구→ 거절→매수청구 "
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,기간의 약정이 없는 토지임대차에서 임대인이 해지통고를 한 경우에는 갱신청구 없이 곧바로 지상물매수청구를 할 수 있다. ,O,•기간약정 없는 경우→ 임대인의 해지통고→ 갱신청구 없이 매수청구 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,임차인의 채무불이행으로 해지된 경우에도 지상물이 현존하면 임차인은 지상물매수청구를 할 수 있다.  ★★ ,X,"•채무불이행으로 해지→ 매수청구 X,→ 건물철거O "
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,매수청구권의 대상이 되는 지상물은 임대인의 동의를 얻어 신축한 것에 한한다.  ★,X,•지상물 →현존 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,지상물의 경제적 가치 유무나 임대인에 대한 효용 여부는 매수청구권의 행사요건이 아니다. ★,O,•지상물 →현존 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,미등기건물이나 무허가건물이더라도 매수청구권의 대상이 될 수 있다.★ ,O,•지상물 →현존 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,임차인은 저당권이 설정된 건물에 대해서는 매수청구권을 행사할 수 없다.  ,X,•지상물 →현존 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,지상건물을 타인에게 양도한 임차인도 매수청구권을 행사할 수 있다.  ★,X,•행사자→ 지상물의 소유자인 임차인 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,임대인의 동의를 얻어 종전 임차인으로부터 임차권과 미등기건물을 양수한 임차인은 매수청구권을 행사할 수 있다. ,O,•행사자→ 지상물의 소유자인 임차인 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,"토지소유자가 아닌 제3자가 토지를 임대한 경우, 임대인은 특별한 사정이 없는 한 매수 청구권의 상대방이 될 수 없다. ★",O,•상대방→ 임대차종료시 토지소유자인 임대인 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,임대인이 임차권 소멸 당시에 이미 토지소유권을 상실하였더라도 임차인은 그에게 매수 청구권을 행사할 수 있다.  ,X,•상대방→ 임대차종료시 토지소유자인 임대인 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,"임대차종료 후 임대인이 토지를 제3자에게 양도한 경우, 제3자에게 대항할 수 있는 토지 임차인은 그 신소유자에게 매수청구권을 행사할 수 있다. ★★",O,임차권등기 또는 건물등기O→ 대항력O→ 새로운 소유자에게 매수청구O 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,"임차인소유의 건물이 제3자소유의 토지에 걸쳐서 건립되어 있는 경우, 임차인은 건물 전부를 매수청구할 수는 없다. ",O,•걸쳐서 건립→ 전부 매수청구 X 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,임대차종료 전 지상물 일체를 포기하기로 하는 당사자 간의 약정은 특별한 사정이 없는 한 무효이다. ★★,O,•편면적 강행규정→ 특별한 사정이 없는 한→ 배제특약 무효 
토지임차인의 계약갱신청구권과 지상물매수청구권 ,,"임차인의 건물매수청구가 적법한 경우, 임대인의 대금지급이 있기까지는 건물부지의 임료 상당액을 반환할 필요는 없다. ★",X,•건물소유→ 토지이용→ 부당이득반환의무O 
임차권의 양도 및 전대 ,,임차인의 무단전대행위가 임대인에 대한 배신행위가 아니라고 인정되는 특별한 사정이 있는 때에는 임대인은 임대차계약을 해지할 수 없다. ,O,•임대인에 대한 배신행위 X→ 해지 X 
임차권의 양도 및 전대 ,,"임차인이 건물의 소부분을 임대인의 동의 없이 전차인에게 사용하게 한 경우, 임대인은 임대차계약을 해지할 수 없다. ★",O,•임대인에 대한 배신행위 X→ 해지 X 
임차권의 양도 및 전대 ,,"임차인의 지위가 적법하게 승계된 경우, 현재의 임차인은 종전 임차인이 임대인의 동의 후 설치한 부속물에 부속물매수청구권을 행사할 수 있다. ",O,"•임대인의 동의 있는 양도 
*임차권은 동일성을 유지하면서 양수인에게 이전 
*연체차임채무나 손해배상채무 양수인에게 당연히 이전 X  "
임차권의 양도 및 전대 ,,"적법하게 임차권을 양도한 경우, 양수인이 임차인의 지위를 당연히 승계하므로 양도인의 연체차임채무도 양수인에게 이전한다. (X) ★",X,"•임대인의 동의 있는 양도 
*임차권은 동일성을 유지하면서 양수인에게 이전 
*연체차임채무나 손해배상채무 양수인에게 당연히 이전 X  "
임차권의 양도 및 전대 ,,임대인이 전대차를 동의한 후 임차인과 임대차계약을 합의해지하더라도 전차권은 소멸하지 않는다. ★★,O,"•임대인의 동의 있는 전대 
*합의해지→ 전대차는 소멸 X 
*임대인의 동의→ 부속물매수청구O "
임차권의 양도 및 전대 ,,임대인이 전대차를 동의한 후에도 임차인과 임대차계약을 합의해지하면 이로써 전차인에게 대항할 수 있다. (X) ★★,X,"•임대인의 동의 있는 전대 
*합의해지→ 전대차는 소멸 X 
*임대인의 동의→ 부속물매수청구O "
임차권의 양도 및 전대 ,,"기간을 정하지 않은 임대차계약이 임대인의 해지통고로 인하여 종료된 경우, 임대인은 전차인에게 그 사유를 통지하지 아니하면 해지로써 전차인에게 대항하지 못한다. ★",O,"•임대인의 동의 있는 전대 
*합의해지→ 전대차는 소멸 X 
*임대인의 동의→ 부속물매수청구O "
임차권의 양도 및 전대 ,,"임차인의 차임연체를 이유로 임대인이 임대차계약을 해지한 경우, 임대인은 전차인에게 그 사유의 통지 없이도 해지로써 대항할 수 있다.★ ",O,"•임대인의 동의 있는 전대 
*합의해지→ 전대차는 소멸 X 
*임대인의 동의→ 부속물매수청구O "
임차권의 양도 및 전대 ,,"적법하게 전대차한 경우, 전차인은 임차인의 동의를 얻어 부속한 물건에 대하여 임대인에게 부속물매수청구를 할 수 있다. (X) ★",X,"•임대인의 동의 있는 전대 
*합의해지→ 전대차는 소멸 X 
*임대인의 동의→ 부속물매수청구O "
임차권의 양도 및 전대 ,," 임대차와 전대차가 모두 종료한 경우, 전차인이 임대인에게 직접 목적물을 반환하면 임차인에 대한 건물반환의무를 면한다. ",O,"•임대인의 동의 있는 전대 
*합의해지→ 전대차는 소멸 X 
*임대인의 동의→ 부속물매수청구O "
임차권의 양도 및 전대 ,," 임대인의 동의 없이 무단으로 임차권을 양도한 경우, 무단양도계약은 무효이다. (X) ★★",X,"•임대인의 동의 없는 양도 및 전대
*무단양도 및 무단전대→ 계약은 유효, 임대인에게 대항X 
*임대인이 임대차계약을 해지O→ 지상물, 부속물 매수청구 X 
*임대차계약을 해지 X →차임 상당의 손해배상청구 X "
임차권의 양도 및 전대 ,,"임대인의 동의 없이 전대차한 경우에도, 전차인은 임대인에게 부속물매수청구권을 행사 할 수 있다. (X)★★ ",X,"•임대인의 동의 없는 양도 및 전대
*무단양도 및 무단전대→ 계약은 유효, 임대인에게 대항X 
*임대인이 임대차계약을 해지O→ 지상물, 부속물 매수청구 X 
*임대차계약을 해지 X →차임 상당의 손해배상청구 X "
임차권의 양도 및 전대 ,,"무단전대의 경우, 임대인은 임대차계약을 해지하지 않고 전차인에 대하여 불법점유를 이유로 차임상당액의 손해배상을 청구할 수 없다.★★ ",O,"•임대인의 동의 없는 양도 및 전대
*무단양도 및 무단전대→ 계약은 유효, 임대인에게 대항X 
*임대인이 임대차계약을 해지O→ 지상물, 부속물 매수청구 X 
*임대차계약을 해지 X →차임 상당의 손해배상청구 X "
임차권의 양도 및 전대 ,,"임차인이 임대인의 동의 없이 임차물을 제3자에게 전대한 경우, 임대인은 임대차계약의 존속 여부를 불문하고 제3자에게 불법점유를 이유로 한 차임상당액의 손해배상청구를 할 수 있다. (X) ",X,"•임대인의 동의 없는 양도 및 전대
*무단양도 및 무단전대→ 계약은 유효, 임대인에게 대항X 
*임대인이 임대차계약을 해지O→ 지상물, 부속물 매수청구 X 
*임대차계약을 해지 X →차임 상당의 손해배상청구 X "
주택임대차보호법 ,,미등기 무허가 주택을 임대차한 경우에는 동법이 적용된다. ,O,•일시사용→ 적용 X 
주택임대차보호법 ,,일시사용을 위한 것이 명백한 경우에도 주거용으로 임대차한 경우에는 동법이 적용된다.★ ,O,•일시사용→ 적용 X 
주택임대차보호법 ,,임차인이 대항력을 갖추기 위해서는 임대차계약서상의 확정일자를 받아야 한다. (X)★  ,X,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,주민등록의 신고는 행정청에 도달한 때가 아니라 행정청이 수리한 때 효력이 발생한다. ★,O,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,"임차인은 정확한 지번으로 전입신고서를 작성·제출하였는데 담당공무원의 요구로 잘못된 지번으로 다시 작성·제출하여 주민등록이 된 경우, 적법한 주민등록으로 볼 수 있다. (X) ",X,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,"다가구용 단독주택의 경우, 임차인이 그 주택의 일부를 임차하고 전입신고를 할 때 지번만 바르게 기재하면 대항력은 발생한다. ",O,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,"다가구용 단독주택 일부의 임차인이 대항력을 취득하였다면, 후에 건축물 대장상으로 다가구용 단독주택이 다세대 주택으로 변경되었다는 사정만으로는 이미 취득한 대항력을 상실하지 않는다. ",O,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,임차인이 가족과 함께 임차주택의 점유를 계속하면서 가족의 주민등록은 그대로 둔 채 임차인의 주민등록만 일시적으로 옮긴 경우 대항력을 상실하지 않는다. ,O,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,임차인이 타인의 점유를 매개로 임차주택을 간접점유하는 경우에도 대항요건인 점유가 인정될 수 있다.★ ,O,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,," 임대인의 동의를 얻어 주택이 전대된 경우, 임차인 명의로 주민등록을 하면 임차인은 대항력을 취득한다. (X)★ ",X,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,," 임차인이 대항력을 가진 후 주택소유권이 양도된 경우, 임대차종료시 임차인은 양수인에 대하여만 보증금반환을 청구할 수 있다. ★★",O,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,"대항력있는 임차인의 보증금반환채권이 가압류된 상태에서 주택이 양도된 경우, 가압류채권자는 양수인에 대하여만 가압류의 효력을 주장할 수 있다. ★",O,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,대항력 있는 주택임대차가 기간이 만료된 상태에서 주택이 양도되더라도 임차인은 이 사실을 안 때로부터 상당한 기간 내에 이의를 제기하여 임대차관계의 구속에서 벗어날 수 있다. (x) ,X,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,"저당권이 설정된 주택을 임차하여 대항력을 갖춘 이상, 후순위저당권이 실행되더라도 매수인이 된 자에게 대항할 수 있다. (X)★★ ",X,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,"임차권보다 선순위저당권이 존재하는 주택이 경매로 매각된 경우, 경매의 매수인은 임대인의 지위를 승계한다. (X)★★ ",X,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,"임차인이 대항력을 취득한 후 저당권이 설정된 경우, 임차인이 일시 퇴거하였다가 다시 전입하더라도 경매시 경락인에게 대항할 수 없다. ",O,"•대항력 
*주택인도(점유)와 주민등록(전입신고)→ 다음날 대항력 발생 
*대항력발생→매매→ 새로운 소유자가 임대인의 지위를 승계 
*저당권 후 대항력 취득→ 경매→ 대항력 상실 "
주택임대차보호법 ,,"주택이 경매되는 경우, 임차인은 확정일자가 있어야 경락대금에서 보증금의 우선변제를 받을 수 있다. ★",O,•보증금 우선변제권→ 대항력과 확정일자 
주택임대차보호법 ,,확정일자를 갖춘 임대차계약서에 아파트의 명칭과 동 호수의 기재를 누락했더라도 우선 변제권은 인정될 수 있다. ,O,
주택임대차보호법 ,,"임차인이 주택에 대해 보증금반환청구소송의 확정판결에 기한 경매를 신청한 경우, 반대 의무의 이행을 집행개시요건으로 한다. (X)★ ",X,
주택임대차보호법 ,,임차주택의 경매시 임차인이 환가대금으로부터 보증금을 수령하기 위해서는 임차주택을 경락인에게 인도하여야 한다.★ ,O,
주택임대차보호법 ,,"제3자에 의해 경매가 개시되어 주택이 매각된 경우, 임차인은 경매절차에서 배당요구를 해야 보증금에 대해 우선변제를 받을 수 있다.★ ",O,
주택임대차보호법 ,,"우선변제권 있는 임차인이 배당요구를 하지 아니하여 후순위권자에게 먼저 배당된 경우, 임차인은 그에게 부당이득반환청구를 할 수 있다. (X)★ ",X,
주택임대차보호법 ,,소액임차인은 경매신청의 등기 전까지 임대차계약서에 확정일자를 받아야 최우선변제권을 행사할 수 있다. (X) ★,X,"•소액보증금 최우선변제권 
*경매신청등기 전 대항력O. 확정일자 X 
*임차권등기명령에 의한 임차권등기 후 소액임차인 최우선변제 X "
주택임대차보호법 ,,임차권등기명령에 의한 임차권등기가 경료된 주택을 그 이후에 임차한 임차인도 소액 보증금의 최우선변제를 받을 권리가 있다. (X)★★ ,X,
주택임대차보호법 ,,주택임차인의 우선변제권은 대지의 환가대금에는 미치지 않는다. (X)★ ,X,"•대지의 매각대금 
*보증금 우선변제, 소액보증금 최우선변제O 
*나대지→ 소액보증금 최우선변제 X"
주택임대차보호법 ,,"우선변제권 있는 임차인은 임차주택과 별도로 그 대지만이 경매될 경우, 그 대지의 환가대금에 대하여 우선변제권을 행사할 수 있다.★ ",O,
주택임대차보호법 ,,대지에 관한 저당권설정 후 주택이 신축된 경우에는 소액임차인은 대지의 매각대금에서 우선변제를 받을 수 없다.★ ,O,
주택임대차보호법 ,,주택임차인은 임대차가 끝나기 전에도 주택의 소재지를 관할하는 법원에 임차권등기 명령을 신청할 수 있다. (X) ,X,•임차권등기명령 
주택임대차보호법 ,,임차권등기명령에 의한 임차권등기를 한 주택임차인은 배당요구를 하지 않아도 주택의 매각대금에서 우선변제를 받을 수 있다. ★,O,
주택임대차보호법 ,,임대인의 임차보증금반환의무와 임차인의 임차권등기명령에 의한 임차권등기말소의무는 동시이행의 관계에 있다. (X) ★★,X,
주택임대차보호법 ,,"주택임차인이 전세권설정등기를 한 경우, 전세권설정계약서에 첨부된 등기필증의 접수인을 임대차계약서의 확정일자로 볼 수 있다. ",O,•주택임차인의 지위와 전세권자의 지위→ 각각 별개 
주택임대차보호법 ,,"주택임차인이 전세권설정등기한 경우, 임차인 지위에서 배당요구했다면 전세권에 관해서도 함께 배당요구를 한 것으로 본다. (X)★",X,
주택임대차보호법 ,,"소액 주택임차인이 전세권설정등기를 마친 상태에서 주민등록을 이전한 경우, 임차권 등기명령에 의한 임차권등기를 마친 것이나 다름없으므로 최우선변제권이 그대로 유지 된다. (X) ★",X,
주택임대차보호법 ,,"기간을 1년으로 약정한 경우, 임차인은 2년을 주장할 수 있다. ",O,"•1년 약정→ 임대인은 1년 주장 X, 임차인은 1년 또는 2년 주장 O "
주택임대차보호법 ,,"기간을 1년으로 약정한 경우, 임대인은 1년을 주장할 수 있다. (X)★ ",X,
주택임대차보호법 ,,임차인이 2기의 차임액에 달하는 차임을 연체하면 묵시적 갱신이 인정되지 않는다. ,O,"•법정갱신 
*존속기간 2년 
*임대인은 해지 X, 임차인은 해지O "
주택임대차보호법 ,,"법정갱신된 경우, 임대인은 언제든지 임차인에게 해지할 수 있다. (X) ",X,
주택임대차보호법 ,,"법정갱신된 후 임차인이 해지통지를 한 경우, 임대인이 그 통지를 받은 날로부터 3월이 경과되면 계약은 해지된다. ★",O,
주택임대차보호법 ,,임대차기간이 끝나기 6~ 2개월 전까지의 기간에 행사해야 한다. ,O,"•계약갱신요구권 
*1회에 한하여 행사 
*법정갱신규정 준용 "
주택임대차보호법 ,,주택임차인은 계약갱신요구권을 2회에 한하여 행사할 수 있다. (X) ,X,
주택임대차보호법 ,,"임차인이 임차한 주택의 전부 또는 일부를 경과실로 파손한 경우, 임대인은 계약갱신 요구를 거절할 수 있다. (X)★ ",X,
주택임대차보호법 ,,임차인이 임대인의 동의 없이 목적 주택을 전대한 경우 임대인은 계약갱신요구를 거절 하지 못한다. (X) ,X,
주택임대차보호법 ,,"계약이 갱신된 경우, 임차인은 언제든지 임대인에게 해지할 수 있다. ",O,
주택임대차보호법 ,,"임차인의 해지통지가 갱신된 임대차계약 기간이 개시되기 전에 임대인에게 도달한 경우, 해지통지가 임대인에게 도달한 후 3개월이 지나면 해지의 효력이 발생한다. ★",O,
주택임대차보호법 ,,차임과 보증금의 증액청구는 약정한 차임이나 보증금의 20분의 1의 금액을 초과하지 못 한다. ,O,
상가건물 임대차보호법 ,,사업자등록 대상이 되지 않는 건물에 대해서는 동법이 적용되지 않는다. ,O,•사업자등록O → 법 적용O
상가건물 임대차보호법 ,,"동법이 적용되는 임대차가 종료된 경우, 보증금을 반환받을 때까지 목적물을 계속 점유하 면서 사용·수익한 임차인은 종전 임대차계약에서 정한 차임을 지급할 의무를 부담한다. ★",O,
상가건물 임대차보호법 ,,"동법이 적용되는 임대차가 종료된 경우, 보증금을 반환받을 때까지 목적물을 계속 점유하 면서 사용·수익한 임차인은 시가에 따른 차임에 상응하는 부당이득금을 지급할 의무를 부담한다. (X)",X,
상가건물 임대차보호법 ,,"상가임차인이 3기의 차임액에 달하도록 차임을 연체한 사실이 있는 경우, 임대인은 임차인의 계약갱신요구를 거절할 수 있다. ",O,• 3기 연체 갱신요구→ 거절O 
상가건물 임대차보호법 ,,상가임대차계약 종료에 따른 임차인의 임차목적물 반환의무와 임대인의 권리금회수 방해로 인한 손해배상의무는 동시이행관계에 있다. (X)★★ ,X,•권리금회수 방해로 인한 손해배상의무→ 동시이행 X 
상가건물 임대차보호법 ,,"임차인이 임차한 건물을 중대한 과실로 전부 또는 일부를 파손한 경우, 임대인은 권리금회수의 기회를 보장할 필요가 없다. ★",O,•갱신요구를 거절할 수 있는 경우→ 권리금 보장할 필요X 
상가건물 임대차보호법 ,,전체 임대차가 10년을 초과하여 임차인이 계약갱신요구권을 행사할 수 없는 경우 임대인은 임차인의 권리금 회수기회를 보호할 의무가 없다. (X) ,X,"•임대차기간이 10년을 초과하여 계약갱신요구권을 행사할 수 없는 경우 
→권리금회수의 기회를 보호할 의무 O "
상가건물 임대차보호법 ,,권리금 회수의 방해로 인한 임차인의 임대인에 대한 손해배상청구권은 그 방해가 있은 날로부터 3년 이내에 행사하지 않으면 시효로 소멸한다. (X) ,X,•손해배상청구권→ 종료한 날부터 3년 
가등기담보 등에 관한 법률 ,,가등기가 담보가등기인지 여부는 거래의 실질과 당사자의 의사해석에 따라 결정된다. ,O,"•청구권보전을 위한 가등기와의 구별→ 등기부상 표시 X, 당사자의 의사 O"
가등기담보 등에 관한 법률 ,," 가등기가 담보가등기인지, 청구권보전을 위한 가등기인지의 여부는 등기부상 표시를 보고 결정한다. (X) ",X,"•청구권보전을 위한 가등기와의 구별→ 등기부상 표시 X, 당사자의 의사 O"
가등기담보 등에 관한 법률 ,,가등기담보권이 설정되기 위해서는 피담보채권이 등기되어야 한다. (X) ,X,"•청구권보전을 위한 가등기와의 구별→ 등기부상 표시 X, 당사자의 의사 O"
가등기담보 등에 관한 법률 ,,양도담보권이 매매대금채권의 담보를 위하여 설정된 후 대여금채권이 그 피담보채권에 포함되게 된 경우 동법이 적용된다. (X)★ ,X,"•법 적용요건 
*소비대차→ 공사대금, 매매대금, 물품대금 X 
*예약당시 초과 
*가등기 또는 이전등기 "
가등기담보 등에 관한 법률 ,,대물변제예약 당시의 담보물 가액이 차용액 및 이에 붙인 이자의 합산액에 미치지 못하는 경우에는 실행통지를 할 필요가 없다.★★ ,O,"•법 적용요건 
*소비대차→ 공사대금, 매매대금, 물품대금 X 
*예약당시 초과 
*가등기 또는 이전등기 "
가등기담보 등에 관한 법률 ,,실행통지 당시 부동산의 평가액이 피담보채권액에 미달하는 경우에는 가등기담보권자는 실행통지를 할 필요가 없다. (X)★★ ,X,"•법 적용요건 
*소비대차→ 공사대금, 매매대금, 물품대금 X 
*예약당시 초과 
*가등기 또는 이전등기 "
가등기담보 등에 관한 법률 ,,"대물변제의 약정 등 담보계약은 있지만 아직 가등기가 이루어지지 않은 경우, 담보권실행에 관한 규정이 적용될 여지가 없다. ",O,"•법 적용요건 
*소비대차→ 공사대금, 매매대금, 물품대금 X 
*예약당시 초과 
*가등기 또는 이전등기 "
가등기담보 등에 관한 법률 ,,"담보목적 부동산이 강제경매를 통해 매각되어도, 가등기담보권은 채권액 전부를 변제받지 않으면 소멸하지 않는다. (X)★★ ",X,"•실행방법 
*경매(경매시 저당권과 동일하게 취급) 또는 귀속청산(실행통지) 
*사적실행에 의한 처분청산 X "
